timestamp,object_id,actual_mwh
2026-04-02 00:45:00,OBJ_1002,5.7876
2026-04-02 00:45:00,OBJ_1006,0.0
2026-04-02 04:00:00,OBJ_1006,0.0
2026-04-01 05:00:00,OBJ_1007,4.211
2026-04-01 20:15:00,OBJ_1014,2.3023
2026-04-02 18:45:00,OBJ_1001,1.1528
2026-04-03 02:45:00,OBJ_1007,4.3472
2026-04-01 17:30:00,OBJ_1001,2.2537
2026-04-01 08:45:00,OBJ_1009,3.2718
2026-04-03 16:45:00,OBJ_1002,6.3609
2026-04-03 07:15:00,OBJ_1010,5.5423
2026-04-03 06:30:00,OBJ_1010,5.1008
2026-04-01 02:45:00,OBJ_1010,6.2214
2026-04-01 10:45:00,OBJ_1005,-1.1619
2026-04-02 08:45:00,OBJ_1011,1.0761
2026-04-01 09:15:00,OBJ_1008,12.0276
2026-04-02 04:00:00,OBJ_1009,0.0
2026-04-01 03:00:00,OBJ_1014,3.07
2026-04-01 10:15:00,OBJ_1007,2.2513
2026-04-01 19:45:00,OBJ_1001,0.2346
2026-04-03 23:45:00,OBJ_1002,4.5243
2026-04-03 23:30:00,OBJ_1010,3.2235
2026-04-01 07:45:00,OBJ_1006,1.5486
2026-04-02 14:15:00,OBJ_1009,5.1939
2026-04-03 01:45:00,OBJ_1011,1.3614
2026-04-01 20:15:00,OBJ_1011,1.2449
2026-04-03 15:15:00,OBJ_1012,15.5082
2026-04-03 10:15:00,OBJ_1011,-1.7929
2026-04-03 02:15:00,OBJ_1010,5.9984
2026-04-02 06:00:00,OBJ_1006,0.0
2026-04-03 17:45:00,OBJ_1006,1.8685
2026-04-01 01:15:00,OBJ_1011,1.3108
2026-04-02 09:30:00,OBJ_1011,0.948
2026-04-03 13:00:00,OBJ_1011,-1.546
2026-04-01 22:00:00,OBJ_1007,2.3665
2026-04-02 12:15:00,OBJ_1014,2.5983
2026-04-01 05:15:00,OBJ_1006,0.0
2026-04-03 09:15:00,OBJ_1002,4.281
2026-04-01 22:45:00,OBJ_1006,0.0
2026-04-02 21:30:00,OBJ_1011,1.1974
2026-04-03 19:15:00,OBJ_1014,3.1779
2026-04-01 06:00:00,OBJ_1014,2.8057
2026-04-03 16:30:00,OBJ_1008,10.492
2026-04-03 02:45:00,OBJ_1006,0.0
2026-04-03 09:45:00,OBJ_1014,1.8575
2026-04-02 06:15:00,OBJ_1007,4.2155
2026-04-02 14:00:00,OBJ_1010,4.9299
2026-04-03 13:15:00,OBJ_1007,3.7505
2026-04-03 01:30:00,OBJ_1005,0.6308
2026-04-02 22:00:00,OBJ_1006,0.0
2026-04-03 08:00:00,OBJ_1009,2.4424
2026-04-01 07:15:00,OBJ_1014,3.1317
2026-04-02 17:00:00,OBJ_1009,3.4081
2026-04-02 00:30:00,OBJ_1002,4.7432
2026-04-03 02:00:00,OBJ_1011,1.3078
2026-04-02 11:45:00,OBJ_1012,12.3325
2026-04-01 02:15:00,OBJ_1011,1.1609
2026-04-02 14:45:00,OBJ_1006,3.7436
2026-04-03 13:30:00,OBJ_1009,5.8348
2026-04-02 16:30:00,OBJ_1010,5.6979
2026-04-03 07:30:00,OBJ_1011,1.394
2026-04-02 02:45:00,OBJ_1012,5.8423
2026-04-02 17:15:00,OBJ_1008,11.5836
2026-04-03 21:30:00,OBJ_1001,0.0
2026-04-02 07:00:00,OBJ_1010,5.0856
2026-04-03 04:00:00,OBJ_1007,5.1909
2026-04-02 22:00:00,OBJ_1008,3.2011
2026-04-02 23:45:00,OBJ_1005,0.6135
2026-04-02 08:15:00,OBJ_1002,5.375
2026-04-02 08:30:00,OBJ_1011,1.2276
2026-04-02 19:00:00,OBJ_1001,0.9635
2026-04-03 06:45:00,OBJ_1011,1.2872
2026-04-03 19:00:00,OBJ_1014,2.6801
2026-04-03 08:45:00,OBJ_1011,1.1485
2026-04-03 00:30:00,OBJ_1008,3.5596
2026-04-03 05:30:00,OBJ_1005,0.7276
2026-04-03 18:45:00,OBJ_1002,7.7354
2026-04-01 10:15:00,OBJ_1009,4.542
2026-04-01 07:30:00,OBJ_1009,1.7505
2026-04-03 04:30:00,OBJ_1001,0.0
2026-04-03 03:00:00,OBJ_1001,0.0
2026-04-02 18:30:00,OBJ_1012,13.8408
2026-04-01 08:00:00,OBJ_1001,1.9347
2026-04-01 11:15:00,OBJ_1010,3.3463
2026-04-03 21:00:00,OBJ_1007,3.022
2026-04-02 17:45:00,OBJ_1006,1.9431
2026-04-01 00:45:00,OBJ_1011,0.9275
2026-04-02 12:15:00,OBJ_1002,4.8727
2026-04-02 21:00:00,OBJ_1005,0.8391
2026-04-02 22:15:00,OBJ_1014,1.5142
2026-04-03 21:45:00,OBJ_1012,14.8576
2026-04-02 06:30:00,OBJ_1011,1.1291
2026-04-01 05:45:00,OBJ_1014,2.9903
2026-04-01 00:00:00,OBJ_1012,4.0596
2026-04-02 08:00:00,OBJ_1014,2.7769
2026-04-03 01:00:00,OBJ_1001,0.0
2026-04-03 06:15:00,OBJ_1007,5.0294
2026-04-01 05:30:00,OBJ_1005,0.6817
2026-04-03 20:45:00,OBJ_1009,0.0
2026-04-01 02:45:00,OBJ_1014,2.6977
2026-04-03 22:00:00,OBJ_1012,4.3458
2026-04-03 21:15:00,OBJ_1007,3.0212
2026-04-02 11:15:00,OBJ_1010,3.3216
2026-04-03 23:45:00,OBJ_1014,1.7004
2026-04-01 17:15:00,OBJ_1014,3.7625
2026-04-02 01:30:00,OBJ_1012,4.618
2026-04-01 01:00:00,OBJ_1007,4.189
2026-04-02 13:00:00,OBJ_1007,4.3025
2026-04-01 16:15:00,OBJ_1006,3.0143
2026-04-01 02:15:00,OBJ_1014,3.488
2026-04-02 22:30:00,OBJ_1011,1.4997
2026-04-01 02:30:00,OBJ_1006,0.0
2026-04-03 16:30:00,OBJ_1014,3.6778
2026-04-01 08:00:00,OBJ_1007,4.0269
2026-04-01 12:15:00,OBJ_1002,5.6347
2026-04-01 03:45:00,OBJ_1011,1.3708
2026-04-02 09:00:00,OBJ_1001,2.4025
2026-04-02 19:00:00,OBJ_1005,0.7663
2026-04-02 00:30:00,OBJ_1009,0.0
2026-04-02 03:30:00,OBJ_1006,0.0
2026-04-02 14:45:00,OBJ_1009,5.3011
2026-04-03 11:30:00,OBJ_1002,4.6118
2026-04-01 00:00:00,OBJ_1010,3.7952
2026-04-03 11:30:00,OBJ_1006,3.9257
2026-04-01 01:45:00,OBJ_1005,0.6987
2026-04-02 13:15:00,OBJ_1006,3.8842
2026-04-03 13:30:00,OBJ_1014,2.7086
2026-04-03 17:30:00,OBJ_1005,0.9114
2026-04-03 05:15:00,OBJ_1012,4.9659
2026-04-03 02:00:00,OBJ_1007,4.4791
2026-04-02 18:15:00,OBJ_1010,5.4094
2026-04-02 00:45:00,OBJ_1008,3.1448
2026-04-02 11:00:00,OBJ_1007,2.7939
2026-04-01 06:45:00,OBJ_1010,5.1238
2026-04-03 11:00:00,OBJ_1007,2.6692
2026-04-02 15:15:00,OBJ_1008,12.7853
2026-04-02 05:45:00,OBJ_1009,0.0
2026-04-01 20:30:00,OBJ_1002,5.5764
2026-04-03 05:00:00,OBJ_1011,1.2003
2026-04-02 08:00:00,OBJ_1010,4.3401
2026-04-01 00:00:00,OBJ_1005,0.71
2026-04-02 01:15:00,OBJ_1014,3.1483
2026-04-03 22:15:00,OBJ_1007,2.4683
2026-04-01 17:00:00,OBJ_1012,14.4795
2026-04-01 08:00:00,OBJ_1002,4.7489
2026-04-02 02:45:00,OBJ_1009,0.0
2026-04-01 09:30:00,OBJ_1006,3.0053
2026-04-01 01:15:00,OBJ_1009,0.0
2026-04-01 08:00:00,OBJ_1010,4.3629
2026-04-02 11:45:00,OBJ_1011,-1.7464
2026-04-03 17:30:00,OBJ_1008,11.3824
2026-04-02 03:00:00,OBJ_1008,3.0313
2026-04-03 04:30:00,OBJ_1010,6.3658
2026-04-01 23:45:00,OBJ_1010,3.472
2026-04-02 16:15:00,OBJ_1012,17.881
2026-04-01 14:15:00,OBJ_1011,-1.3365
2026-04-02 16:15:00,OBJ_1014,3.6746
2026-04-01 03:30:00,OBJ_1005,0.7352
2026-04-02 03:30:00,OBJ_1009,0.0
2026-04-01 14:45:00,OBJ_1005,-0.8206
2026-04-02 16:00:00,OBJ_1007,4.5444
2026-04-03 01:45:00,OBJ_1006,0.0
2026-04-01 00:00:00,OBJ_1014,2.1764
2026-04-02 23:15:00,OBJ_1002,4.2346
2026-04-01 11:45:00,OBJ_1008,11.9256
2026-04-01 08:30:00,OBJ_1002,4.6797
2026-04-02 00:15:00,OBJ_1011,1.4117
2026-04-01 09:45:00,OBJ_1002,3.8455
2026-04-02 13:45:00,OBJ_1012,14.5856
2026-04-03 16:15:00,OBJ_1006,3.0394
2026-04-01 10:15:00,OBJ_1011,-1.3648
2026-04-01 21:00:00,OBJ_1007,3.0801
2026-04-03 13:30:00,OBJ_1012,16.444
2026-04-02 07:00:00,OBJ_1001,0.9658
2026-04-01 11:45:00,OBJ_1001,3.7286
2026-04-03 10:15:00,OBJ_1010,2.9529
2026-04-02 17:00:00,OBJ_1007,4.8903
2026-04-01 16:30:00,OBJ_1008,11.9318
2026-04-02 01:00:00,OBJ_1009,0.0
2026-04-02 00:00:00,OBJ_1011,0.9394
2026-04-02 21:15:00,OBJ_1010,3.4254
2026-04-02 01:15:00,OBJ_1010,5.1475
2026-04-01 02:15:00,OBJ_1006,0.0
2026-04-01 17:45:00,OBJ_1006,1.9395
2026-04-03 05:30:00,OBJ_1001,0.0
2026-04-01 05:00:00,OBJ_1008,3.8763
2026-04-02 09:45:00,OBJ_1011,1.0647
2026-04-02 04:00:00,OBJ_1012,5.0147
2026-04-03 00:45:00,OBJ_1011,0.9057
2026-04-02 07:45:00,OBJ_1006,1.5416
2026-04-03 06:45:00,OBJ_1010,6.0114
2026-04-03 00:45:00,OBJ_1008,3.5689
2026-04-01 07:30:00,OBJ_1006,1.2874
2026-04-02 14:30:00,OBJ_1008,11.0564
2026-04-01 21:30:00,OBJ_1012,16.7441
2026-04-01 19:15:00,OBJ_1002,6.5759
2026-04-01 18:30:00,OBJ_1012,16.9245
2026-04-01 00:30:00,OBJ_9999,0.0
2026-04-03 20:15:00,OBJ_1002,4.6854
2026-04-01 06:00:00,OBJ_1005,0.8447
2026-04-01 02:00:00,OBJ_1014,3.5033
2026-04-03 16:15:00,OBJ_1008,11.9011
2026-04-03 12:15:00,OBJ_1010,4.4681
2026-04-02 17:30:00,OBJ_1007,4.6791
2026-04-03 10:30:00,OBJ_1002,3.1406
2026-04-02 09:00:00,OBJ_1011,1.1142
2026-04-01 00:00:00,1001,0.05
2026-04-03 01:45:00,OBJ_1008,3.6556
2026-04-03 13:45:00,OBJ_1014,3.1538
2026-04-03 09:45:00,OBJ_1011,0.9954
2026-04-02 18:15:00,OBJ_1002,7.4745
2026-04-01 17:15:00,OBJ_1007,4.4126
2026-04-02 17:45:00,OBJ_1008,11.4449
2026-04-02 16:45:00,OBJ_1012,12.3149
2026-04-03 21:45:00,OBJ_1002,4.3988
2026-04-01 23:30:00,OBJ_1001,0.0
2026-04-03 23:00:00,OBJ_1011,1.2652
2026-04-03 17:15:00,OBJ_1008,11.1811
2026-04-01 16:45:00,OBJ_1012,16.8814
2026-04-01 18:00:00,OBJ_1012,13.7913
2026-04-02 19:00:00,OBJ_1002,6.3761
2026-04-01 01:15:00,OBJ_1003,2.2696
2026-04-01 21:15:00,OBJ_1012,14.0323
2026-04-03 23:30:00,OBJ_1009,0.0
